Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3111,05/17/2015,3:30 PM,5:30 PM,Maria College Commencement,Maria College Graduation, ,Convention Center at the Empire State Plaza,Free, 
3110,05/16/2015,1:00 PM,4:00 PM,College of Pharmacy Graduation,College of Pharmacy, ,Convention Center at the Empire State Plaza, , 
3096,05/15/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3087,05/14/2015,10:00 AM,2:00 PM,Summer Sale at the Harriman State Campus,Harriman Summer Sale,These annual  multi-day  seasonal sales offer a variety of vendors and crafters for you to sample and buy goods from at the Harriman Campus.  Be a part of this Summer Sale along with 8 000 state employees on their lunch break.  Come out and see what everyone is talking about.  To be a vendor email  -  garrett.charland@ogs.ny.gov,W. Averell Harriman State Office Building Campus, , 
3097,05/14/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3096,05/13/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3109,05/10/2015, , ,Happy Mother's Day,Happy Mother's Day, ,, , 
3096,05/08/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3090,05/07/2015,8:00 AM,5:00 PM,2015 NYS Anti-Hunger Conference,Anti-Hunger Conference,The 2015 NYS Ant-Hunger Conference  to be held at the Empire State Plaza Convention Center.  Albany will serve as a platform to bring together policy makers  elected officials  advocates  service providers and interessted individuals from across New York State for the purpose of fighting hunger.  Pre-registration required ($40.00 and this includes lunch).,Empire State Plaza Convention Center,Pre-registration $40.00, 
3041,05/07/2015,10:00 AM,2:00 PM,2015 Mother's Day Art & Craft Show,Mother's Day Art/Craft,Craft Show.  Many different crafts for sale.  Remember your favorite person - MOM.,Empire State Plaza North Concourse, , 
3097,05/07/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3041,05/06/2015,10:00 AM,2:00 PM,2015 Mother's Day Art & Craft Show,Mother's Day Art/Craft,Craft Show.  Many different crafts for sale.  Remember your favorite person - MOM.,Empire State Plaza North Concourse, , 
3096,05/06/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3086,05/05/2015,10:00 AM,2:00 PM,Cinco de Mayo,Cinco de Mayo,Celebrate Cinco de Mayo with Mexican Food and Entertainment.  Music by Byron Cortez andd his mariachi band along with burritos and vegetarian dishes served by Bombers Burrito Bar.  Ole',South Concourse at the Bus Turn,Free, 
3041,05/05/2015,10:00 AM,2:00 PM,2015 Mother's Day Art & Craft Show,Mother's Day Art/Craft,Craft Show.  Many different crafts for sale.  Remember your favorite person - MOM.,Empire State Plaza North Concourse, , 
2979,12/11/2014,10:00 AM,2:00 PM,2014 Santa Sale,2014 Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,Empire State Plaza  Concourse, , 
3077,05/05/2015,1:00 PM,3:00 PM,2015 Police Memorial,2015 Police Memorial,The Police Officers Memorial and the annual Remembrance Ceremony honor the memory and sacrifice of police officers from around New York State who have been slain in the line of duty. It is located at the Empire State Plaza near the State Capitol Building in the City of Albany  NY.,Empire State Plaza Police Memorial,FREE, 
3095,05/02/2015,9:00 AM,9:00 PM,Sweet Adelines Greater NY/NJ Region 15 2015 Annual Convention,Sweet Adelines,"Sweet Adeline's organization of women singers  established in 1945  committed to advancing the musical art form of barbershop harmony through education and performances.  This independent  nonprofit music education association is one of the world's largest singing organizations for women. ""Harmonize the World"" is the organization's motto.  It has a current membership of 24 000 and holds a yearly international singing competition.",Empire State Plaza Meeting Rooms and Base of the Egg, , 
3092,05/01/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free to attend.  Purchase at discount prices to raise money., 
3095,05/01/2015,9:00 AM,9:00 PM,Sweet Adelines Greater NY/NJ Region 15 2015 Annual Convention,Sweet Adelines,"Sweet Adeline's organization of women singers  established in 1945  committed to advancing the musical art form of barbershop harmony through education and performances.  This independent  nonprofit music education association is one of the world's largest singing organizations for women. ""Harmonize the World"" is the organization's motto.  It has a current membership of 24 000 and holds a yearly international singing competition.",Empire State Plaza Meeting Rooms and Base of the Egg, , 
3096,05/01/2015,10:00AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3095,04/30/2015,9:00 AM,9:00 PM,Sweet Adelines Greater NY/NJ Region 15 2015 Annual Convention,Sweet Adelines,"Sweet Adeline's organization of women singers  established in 1945  committed to advancing the musical art form of barbershop harmony through education and performances.  This independent  nonprofit music education association is one of the world's largest singing organizations for women. ""Harmonize the World"" is the organization's motto.  It has a current membership of 24 000 and holds a yearly international singing competition.",Empire State Plaza Meeting Rooms and Base of the Egg, , 
3092,04/30/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free to attend.  Purchase at discount prices to raise money., 
3092,04/29/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free to attend.  Purchase at discount prices to raise money., 
2972,04/29/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3092,04/28/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free to attend.  Purchase at discount prices to raise money., 
588,04/28/2015,8:000 AM,5:00 PM,Empire Pride Agenda,NYS Pride Agenda,Gay & Lesbian Rights Information Table,North Lobby, , 
2886,04/25/2015,10:00 AM,12:30 PM,Bryant & Stratton College,Bryant & Stratton,Commencement,Empire State Plaza  Convention Center Hall, , 
3084,04/22/2015,10:00 AM,2:00 PM,Polish Dyngus Day,Polish Dyngus Day,Come join in on the celebration with accordion player  Herbert Liebenhagen and food by the Polish Community Center.  Plus Craaft Vendors alongside the Empire State Plaza Farmer's Market.,South Concourse,FREE to attend, 
2972,04/22/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3091,04/19/2015,8:00 AM,10:00 PM,2015 Elite Dance Challenge,Elite Dance Challenge,Dance Competitions all day.,Empire State Plaza Convention Center, , 
3091,04/18/2015,8:00 AM,11:00 PM,2015 Elite Dance Challenge,Elite Dance Challenge,Dance Competitions all day.,Empire State Plaza Convention Center, , 
3091,04/17/2015,4:00 PM,10:00 PM,2015 Elite Dance Challenge,Elite Dance Challenge,Dance Competitions all day.,Empire State Plaza Convention Center, , 
2964,08/27/2014,noon,1:00p,Made in the Shade of the Egg,Concert Series,Ellen Sinopoli Dance CompanyProvocative and richly imagined modern dance choreography,Plaza Level at the Base of the Egg,Free, 
3047,04/16/2015,12:30 PM,4:00 PM,Martin Luther King. Jr. Job Fair,MLK Job Fair,Come and see if there is a JOB for YOU!  A job fair with so many opportunities.  For more information please stop by the many booths at the Empire State Plaza Convention Center. Call 518-486-9284 for inquiries about the Job Fair or email to MWBE@ogs.ny.gov,Empire State Plaza Convention Center,Free, 
2972,04/15/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3026,04/14/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3078,04/11/2015,9:00 AM,4:00 PM,NYS Missing Persons Day - 14th Annual Remorial,NYS Missing Persons Day,The Center for HOPE would be honored to have you join with other families  friends and loved ones of the missing.  Respond to hope4themissing@yahoo.com to Doug and Mary Lyall - Co-founders of the Center for Hope.,The NYS Museum on 310 Madison Avenue  Albany NY, , 
2972,04/08/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3026,04/07/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3082,04/07/2015,1:00 PM,2:00 PM,Crime Victims Memorial,Crime Victims Memorial,The New York Crime Victims' Assistance Task Force will hold a memorial dedication ceremony at the NYS Crime Victims' Memorial on the Empire State Plaza.  Memorial service for New York State victims and survivors of crime.,The Crime Victims Memorial,FREE, 
2972,04/01/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3026,03/31/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3073,03/31/2015,11:30 AM,1:30 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Granville HS Jazz Ensemble12:25 pm - Moravia MS Band - CANCELLED,South Concourse Gallery Performance Area,FREE, 
3072,03/30/2015,11:30 AM,1:30 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - N. Warren HS Band12:10 pm - All Saints Academy Chorus - Albany Diocese12:45 pm - Greenville HS Band - CANCELLED,South Concourse Gallery Performance Area,FREE, 
3080,03/29/2015,10:00 AM,4:00 PM,Golf Expo,Golf Expo,Golf Expo 2015 features the latest in golf equipment & accessories  plus the 19th Hole brought to you by TasteNY to sample New York beers  wines  spirits and food made in the great state of New York.  Hourly Give-a-ways & Prizes.  Long Drive Contest Sponsored by State Farm.  See what the excitement is all about by checking the website at www.empiregolfexpo.com,Convention Center at the Empire State Plaza,$8.00 online and $10.00 at the door, 
3080,03/28/2015,10:00 AM,5:00 PM,Golf Expo,Golf Expo,Golf Expo 2015 features the latest in golf equipment & accessories  plus the 19th Hole brought to you by TasteNY to sample New York beers  wines  spirits and food made in the great state of New York.  Hourly Give-a-ways & Prizes.  Long Drive Contest Sponsored by State Farm.  See what the excitement is all about by checking the website at www.empiregolfexpo.com,Convention Center at the Empire State Plaza,$8.00 online and $10.00 at the door, 
3080,03/27/2015,2:00 PM,8:00 PM,Golf Expo,Golf Expo,Golf Expo 2015 features the latest in golf equipment & accessories  plus the 19th Hole brought to you by TasteNY to sample New York beers  wines  spirits and food made in the great state of New York.  Hourly Give-a-ways & Prizes.  Long Drive Contest Sponsored by State Farm.  See what the excitement is all about by checking the website at www.empiregolfexpo.com,Convention Center at the Empire State Plaza,$8.00 online and $10.00 at the door, 
3071,03/27/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - P.S. /M.S. 84 Chorus- District 30 NYC12:25 pm - Woodward Park Elementary Band / Farmingdale HS Jazz Ensemble1:15 pm - Mexico MS Jazz Ensemble,South Concourse Gallery Performance Area,FREE, 
3070,03/26/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Duansburg Elementary Band / Chorus12:25 pm - Greenwood Lake MS Chorus1:15 pm - Myers MS Chorus / Jazz Band / String Ensemble -Albany City SD,South Concourse Gallery Performance Area,FREE, 
3069,03/25/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Cooperstown HS Harmonia Choral / Jazz Band12:25 pm - Briercliff HS String Orchestra1:15 pm - Salmon River HS Band,South Concourse Gallery Performance Area,FREE, 
2923,08/22/2014,8:30pm,11:00pm,Friday Night Flicks,Movies,Movies for the whole family to enjoy,West Capitol Park,Free, 
2972,03/25/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3068,03/24/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Shenendehowa MS Select Singers / Treble Choir12:25 pm - N. Salem MS / HS Concert Band1:15 pm - Mexico HS Vocal Jazz,South Concourse Gallery Performance Area,FREE, 
3026,03/24/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3083,03/24/2015,10:00 AM,4:00 PM,Helping Through Books & Music,Helping- Books & Music,Helping through Books and Music & the 8th Step Music Sale.  A large selection of new and used CD's  Albums and books for sale.  Proceeds go to the 8th Step and Helping Through Books and Music.  Check out the 8th Step Website at http://8thstep.org/8thstep.org/Home.html,Bus Turn in the Concourse,Free, 
3083,03/23/2015,10:00 AM,4:00 PM,Helping Through Books & Music,Helping- Books & Music,Helping through Books and Music & the 8th Step Music Sale.  A large selection of new and used CD's  Albums and books for sale.  Proceeds go to the 8th Step and Helping Through Books and Music.  Check out the 8th Step Website at http://8thstep.org/8thstep.org/Home.html,Bus Turn in the Concourse,Free, 
3067,03/23/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Edward R. Murrow HS String Orchestra12:25 pm - Edward R. Murrow HS Chorus1:15 pm - Edward R. Murrow HS Band,South Concourse Gallery Performance Area,FREE, 
3066,03/20/2015,11:30 AM,1:30 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Robert L. Bradley Elementary Band - New Hartford CSD12:25 pm - Democracy Prep MS Drums / Chorus1:15 pm - Beaver River H.S.,South Concourse Gallery Performance Area,FREE, 
3065,03/19/2015,11:30 AM,2:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA® DAY IN ALBANY11:30 am - Carthage HS Chorus/Jazz Ensemble12:25 pm - Robert Moses MS Chorus / Jazz Ensemble -N. Babylon UFSD1:15 pm - Salmon River HS Band - RESCEDULED FOR 3/25,South Concourse Gallery Performance Area,FREE, 
2972,03/18/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3057,03/17/2015,11:30 AM,1:30 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - South MS Chorus -Newburgh Enlarged SD12:25 pm - Farnsworth MS Band/Jazz Ensemble - Guilderland CSD,South Concourse Gallery Performance Area,FREE, 
3026,03/17/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3056,03/16/2015,11:30 AM,1:30 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - Fort Plain HS Concert Band12:25 pm - Taconic Hills HS Chorus,South Concourse Gallery Performance Area,FREE, 
3076,03/15/2015,8:00 AM,11:00 PM,Turn It Up Dance Challenge,Turn It Up Dance,Specially Designed Dance Competition and Convention for Dancers of ALL Levels!  For more details check out their website.  Over 800 performances all together. www.turnitupdance.com,Convention Center Empire State Plaza,See Website for details, 
3076,03/14/2015,8:00 AM,11:00 PM,Turn It Up Dance Challenge,Turn It Up Dance,Specially Designed Dance Competition and Convention for Dancers of ALL Levels!  For more details check out their website.  Over 800 performances all together. www.turnitupdance.com,Convention Center Empire State Plaza,See Website for details, 
3076,03/13/2015,3:00 PM,11:00 PM,Turn It Up Dance Challenge,Turn It Up Dance,Specially Designed Dance Competition and Convention for Dancers of ALL Levels!  For more details check out their website.  Over 800 performances all together. www.turnitupdance.com,Convention Center Empire State Plaza,See Website for details, 
3055,03/13/2015,12:25 PM,2:15 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany12:25 pm - Baldwin MS Orchestra / Percussion1:15 pm - Twin Towers MS Orchestra - Middletown City SD,South Concourse Gallery Performance Area,FREE, 
3054,03/12/2015,11:30 AM,1:25 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - Stewart Manor String Ensemble / Gotham Ave. School Jazz Ensemble Elmont UFSD12:25 pm - South Lewis HS Band,South Concourse Gallery Performance Area,FREE, 
3046,03/11/2015,10:00 AM,2:00 PM,2015 St. Patrick's Day Celebration in the Concourse,St. Patrick's Day,Come celebrate and enjoy some Irish food and drink  along with entertainment by Kevin Mckrell.  Many Irish themed crafts and MORE.,South Concourse,Free, 
2972,03/11/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3053,03/09/2015,11:30 AM,1:25 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - Queensbury MS Orchestra / Jazz Ensemble12:25 pm - East Aurora HS Chorus/Orchestra,South Concourse Gallery Performance Area,FREE, 
3075,03/08/2015,11:00 AM,8:00 PM,Last Day of Ice Rink OPENED,LAST DAY ICE RINK,"Come skate at the Empire ""Skate"" Plaza for one last time.  This is the last day that the Ice Rink will be open for the 2014-2015 season.  On the plus side - Spring is coming...Enjoy your last day or night skating outside to music.",Empire State Plaza Ice Rink, , 
3031,03/07/2015,10:00 AM,5:00 PM,2015 Kidz Expo,Kidz Expo,The Hannaford Kidz Expo has grown since the beginning but the quality has remained the same; we strive to keep lines short  hands busy and smiles bigger than ever. Kids will find activities galore  many of them focusing on a healthy and active lifestyle. Parents will find information from all of their favorite vendors in one convenient location: summer camps  health care  sports clubs  photographers  dance studios and amusement parks  just to name a few.  Come down and have fun!!,Empire State Plaza Concourse and Meeting Rooms,FREE, 
3074,03/06/2015,11:00 AM,8:00 PM,Last Free Rental Friday at the Ice Rink,Free Skate Rentals,"Come enjoy the Empire ""Skate"" Plaza Ice Rink.  Free Rental Fridays Sponsored by Hannaford Supermarket.  A great way to spend your day or night FOR FREE!",Empire State Plaza Ice Rink,FREE - Ice Rink & Free Rentals, 
3052,03/06/2015,11:30 AM,1:25 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - Shaker HS Orchestra/Wind Ensemble / Chorus -N. Colonie CSD12:25 pm - Ballston Spa HS Concert Band / String Orchestra,South Concourse Gallery Performance Area,FREE, 
3050,03/04/2015,12:25 PM,1:15 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 am - Fox Lane MS Orchestra/ Band / Chorus - Bedford UFSD--Cancelled12:25 pm - Briarcliff MS String Orchestra1:15 pm - Hoosick Valley HS Junior Band/Chorus--Cancelled,South Concourse Gallery Performance Area,FREE, 
2972,03/04/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3049,03/03/2015,11:30 AM,2:15 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 AM - Suffolk County All-County Vocal Jazz Ensemble12:25 PM - Suffolk County All-County Instrumental Jazz Ensemble1:15 PM - Hewlett-Woodmeer UFSD Elementary Chorus,South Concourse Gallery Performance Area,FREE, 
3026,03/03/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3026,03/02/2015,9:00 AM,3:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3048,03/02/2015,11:30 AM,12:00 PM,2015 NYSSMA,NYSSMA 2015,The Joseph R. Sugar NYSSMA Day in Albany11:30 AM All-State Vocal Jazz / Instrumental Jazz Performances,South Concourse Gallery Performance Area,FREE, 
3023,02/28/2015,7:30 AM,10:30 AM,Cystic Fibrosis Stair Climb,Cystic Fibrosis Stairs,Come raise money and get your teams together for the 809 steps at the Corning Tower. For more information call 518-453-3583,Corning Tower Concourse,Free, 
2636,02/28/2015,9:00 AM,11:00 AM,2014-2015 Learn to Skate Clinic,Learn to Skate,Clinics offered at 9:00am and 10:00am. Presented FREE by BlueShield of Northeastern NY and hosted by the Hudson Mohawk Figure Skating Club.,Ice Skating Rink,Free - registration required, 
3025,02/27/2015,10:00 AM,2:00 PM,Helping through Books and music - Aids Book Sale,Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.  For more information call 518-473-2982 or on the web at http://www.helpfightaids.com,South Concourse, , 
3025,02/26/2015,10:00 AM,2:00 PM,Helping through Books and music - Aids Book Sale,Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.  For more information call 518-473-2982 or on the web at http://www.helpfightaids.com,South Concourse, , 
3025,02/25/2015,10:00 AM,2:00 PM,Helping through Books and music - Aids Book Sale,Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.  For more information call 518-473-2982 or on the web at http://www.helpfightaids.com,South Concourse, , 
2972,02/25/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3026,02/24/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3025,02/24/2015,10:00 AM,2:00 PM,Helping through Books and music - Aids Book Sale,Aids Book Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.  For more information call 518-473-2982 or on the web at http://www.helpfightaids.com,South Concourse, , 
3034,02/20/2015,11:00 AM,1:00 PM,2015 Special Appearance by Ekaterina Gordeeva,Ekaterina Gordeeva Visit,"Join us at the Empire ""Skate"" Plaza for a special guest appearance with champion figure skater Ekaterina Gordeeva. The 1988 and 1994 Olympic Champion and four-time World Champion will be at the Empire ""Skate"" Plaza ice rink February 20th. The brilliantly talented Ekaterina will be on hand to meet & great her fans  as well as give a special skating performance. This event is FREE  hosted by Hannaford Supermarkets.",Empire State Plaza Ice Skating Rink,FREE, 
2972,02/18/2015,10:00am,2:00pm,2014 - 2015 Winter Farmers Market,2014-2015 Farmers Market,Come enjoy the Empire State Plaza Farmers Market featuring all NYS products including produce  baked goods  cheeses  yogurt  spices  meat  pickled products  sauces  wine and much more!,Concourse,Free, 
3020,02/17/2015,11:00 AM,8:00 PM,Mardi Gras at the Ice Rink,Mardi Gras on Ice Rink,Mardi Gras Beads with every skate rental  New Orleans style - Jazz music and Dirty Rice Special at Phil's Kitchen.,Empire State Plaza Ice Rink, , 
3026,02/17/2015,10:00 AM,2:00 PM,Super Tuesdays Craft Show,Super Tuesday Craft Show,"Craft show.  Many different crafts for sale.  A large variety to choose from.  Come check it out!-  Make up for a lost ""Snow Super Tuesday",Empire State Plaza  North Concourse,Free, 
3021,02/15/2015,10:00 AM,10:00 PM,44th Annual NYS Black & Puerto Rican Caucus,NYS Black & Puerto Rican,Concert Tickets $60.00 each at The Egg Box Office (518)473-1845 For event information please call (518)427-8363,Convention Center,Tickets Free - up to $125.00, 
